band,count,min,max,mean,std
0,481372496,-0.006728081498295069,0.14131706953048706,0.009410300079699238,0.002356683850265939
1,481372496,0.005000048317015171,0.23775024712085724,0.022298320659519366,0.003740448994395404
2,481372496,-0.017096877098083496,0.15245874226093292,0.011601840032203183,0.002820519580014505
3,481372496,-0.018279509618878365,0.13649004697799683,0.016090072122625004,0.0031720319788413926
4,481372496,0.0,0.019999997690320015,0.006143617608522607,0.002367528583836288
